5,0,1
19,0,1
38,0,0
42,0,0
44,0,0
45,0,0
85,0,1
88,0,0
90,0,0
94,0,1
100,0,0
117,0,0
122,0,0
123,0,0
127,0,0
128,0,0
129,0,1
132,1,1
153,0,0
167,0,0
173,0,1
174,0,1
183,0,0
184,0,0
186,0,1
198,0,0
203,0,1
212,1,1
220,0,1
229,0,0
230,0,0
231,0,1
233,0,0
238,0,0
239,0,1
243,0,0
247,0,0
249,0,0
266,0,0
269,1,1
313,0,0
318,0,0
322,0,0
324,0,0
330,0,1
339,0,0
348,0,0
349,1,1
353,0,0
361,0,1
375,0,0
385,0,0
387,0,0
389,1,1
392,0,1
400,0,0
406,0,0
415,0,0
422,0,0
424,0,0
479,0,1
483,0,1
485,0,0
488,0,1
498,0,1
499,0,0
504,0,0
514,0,0
525,0,1
527,0,0
530,0,0
536,0,0
540,0,0
541,0,0
582,0,1
595,0,1
606,0,0
618,0,0
622,0,0
623,0,0
630,0,0
634,1,1
638,0,1
642,1,1
655,0,1
656,0,0
662,0,1
665,0,0
675,0,1
680,0,1
682,0,0
714,0,1
718,0,0
728,0,0
733,1,1
737,0,0
744,0,0
781,0,1
783,0,0
787,0,1
801,1,0
806,1,1
809,0,0
822,1,1
856,0,1
857,0,1
861,0,0
892,0,1
903,0,1
904,0,1
918,0,1
924,0,0
939,0,1
961,0,1
965,0,0
966,0,0
972,0,0
989,0,1
990,0,0
998,0,0
1007,1,1
1009,0,0
1037,0,0
1045,0,0
1046,0,0
1052,0,0
1055,0,0
1062,0,1
1064,0,0
1072,0,0
1089,0,1
1091,0,1
1101,0,1
1107,0,1
1113,0,0
1127,0,1
1128,0,0
1129,0,0
1132,0,1
1144,1,0
1152,0,0
1154,0,0
1155,0,0
1156,0,1
1157,0,0
1159,0,1
1174,0,0
1187,1,1
1190,0,0
1203,0,0
1216,0,0
1219,1,1
1230,1,1
1231,0,0
1235,0,0
1236,0,1
1248,0,0
1252,0,1
1254,0,1
1255,0,0
1266,0,0
1274,0,0
1276,0,1
1290,0,0
1308,0,0
1313,0,1
1314,0,0
1320,0,0
1322,0,1
1324,0,0
1325,0,0
1327,0,1
1339,0,0
1351,0,0
1355,0,0
1362,0,0
1367,0,0
1376,0,0
1380,0,0
1386,0,0
1416,0,0
1431,0,0
1436,0,0
1444,0,0
1458,0,0
1466,0,1
1470,0,0
1489,0,0
1493,0,1
1496,0,0
1499,0,1
1510,0,1
1521,0,0
1527,0,1
1529,0,0
1538,0,0
1539,0,1
1541,0,0
1545,0,0
1546,0,0
1558,0,0
1574,0,0
1588,0,0
1595,0,0
1597,0,1
1605,0,0
1606,1,0
1607,0,0
1614,1,1
1616,0,0
1619,0,0
1621,0,0
1630,0,0
1643,0,0
1644,0,0
1661,0,0
1675,0,1
1681,0,0
1688,0,1
1691,0,0
1692,0,0
1694,1,0
1695,0,0
1698,0,1
1709,0,0
1714,0,0
1729,0,1
1730,0,0
1732,0,0
1743,0,0
1749,0,0
1751,0,1
1759,1,1
1760,0,0
1776,0,0
1787,0,0
1811,0,1
1816,0,1
1828,0,0
1829,0,0
1832,0,0
1834,0,0
1844,0,0
1846,0,1
1849,0,1
1866,0,1
1874,0,0
1885,0,0
1891,0,0
1894,0,0
1899,0,0
1900,0,0
1909,0,1
1921,0,0
1922,0,0
1925,0,1
1953,0,0
1956,0,1
1958,0,0
1963,0,1
1974,0,0
1987,1,1
1988,0,0
1989,0,0
1991,0,0
2003,0,1
2008,0,1
2016,0,1
2018,0,0
2022,0,0
2026,0,1
2030,0,0
2037,0,1
2040,0,0
2046,1,1
2047,0,0
2048,0,1
2052,0,1
2054,0,0
2074,0,1
2079,0,0
2103,0,0
2108,0,0
2114,1,0
2116,0,0
2117,0,1
2118,1,1
2134,0,1
2149,1,0
2150,1,0
2153,0,0
2156,0,1
2183,0,1
2195,0,0
2200,0,1
2202,0,0
2211,0,0
2220,1,0
2222,0,0
2223,0,0
2224,0,0
2241,0,0
2254,0,1
2258,0,1
2262,0,0
2265,0,1
2268,0,0
2278,1,0
2294,0,0
2315,0,0
2316,0,1
2339,0,1
2349,0,1
2350,0,0
2351,0,0
2354,1,0
2359,0,0
2368,0,0
2370,0,0
2371,0,1
2381,0,1
2406,0,1
2416,0,1
2447,0,0
2450,0,0
2456,0,0
2462,0,1
2478,0,0
2480,1,1
2484,0,0
2487,0,0
2501,0,1
2502,0,0
2516,0,1
2525,0,0
2532,0,0
2535,0,1
2543,0,1
2556,0,1
2560,0,0
2564,0,1
2570,0,1
2579,0,0
2583,0,1
2592,0,0
2602,0,0
2606,0,0
2607,0,1
2610,0,0
2611,0,1
2616,0,1
2631,0,1
2632,0,1
2642,0,0
2645,0,0
2658,0,0
2671,0,1
2699,1,1
2712,0,1
2713,1,1
2730,0,1
2740,0,0
2744,0,0
2751,0,0
2753,0,1
2754,0,0
2770,0,0
2785,0,0
2787,0,0
2789,0,1
2796,0,0
2805,0,1
2806,0,1
2812,0,0
2815,0,0
2817,0,0
2818,0,1
2824,0,1
2827,0,1
2862,0,0
2868,0,0
2870,0,0
2874,0,0
2879,0,0
2885,1,1
2892,0,0
2893,0,0
2902,0,1
2910,0,0
2911,1,1
2935,0,1
2937,0,0
2946,0,0
2951,0,0
2955,0,1
2961,0,0
2966,0,0
2981,0,0
2983,0,0
 ,1,1
2989,0,0
2991,0,0
2992,0,0
2996,0,1
2999,0,0
3027,0,0
3032,0,1
3033,0,0
3043,0,1
3054,0,0
3068,0,1
3069,0,1
3077,0,0
3092,1,1
3093,0,1
3098,0,1
3100,0,0
3107,1,1
3116,0,1
3117,0,0
3136,1,1
3145,0,0
3148,0,0
3151,0,1
3153,0,1
3160,0,0
3165,0,0
3174,0,0
3175,0,0
3178,0,1
3190,0,1
3194,0,1
3198,1,1
3202,0,0
3214,1,0
3217,0,0
3219,0,1
3221,0,0
3222,0,0
3229,0,0
3230,0,1
3244,0,0
3246,0,1
3253,0,1
3260,0,1
3266,0,1
3270,0,1
3279,0,0
3299,0,1
3301,0,0
3302,0,0
3303,0,0
3304,0,0
3305,0,1
3311,0,1
3316,1,1
3319,1,1
3320,0,0
3330,0,0
3336,0,1
3349,0,0
3360,0,1
3364,0,1
3366,0,0
3372,0,1
3376,0,1
3382,1,0
3420,0,1
3430,0,0
3431,0,0
3433,0,0
3438,0,1
3455,0,0
3478,0,0
3479,0,0
3489,0,0
3492,0,1
3494,0,0
